,id,condition,RT
0,82441,condition_b,162.803014592161
1,82441,condition_b,787.3225295854226
2,82441,condition_a,387.7919079658371
3,82441,condition_a,698.4257318756703
4,82441,condition_b,271.638260085296
5,82441,baseline,89.29249872580723
6,82441,condition_a,1170.6972085353684
7,82441,condition_b,708.7556406261708
8,82441,condition_a,864.6671667666553
9,82441,condition_a,734.0534428018971
10,82441,condition_a,500.0399854103071
11,82441,baseline,294.3958444606014
12,82441,baseline,457.03162048198
13,82441,baseline,210.4047652652974
14,82441,baseline,448.36132774957537
15,82441,condition_a,1220.8973540306251
16,82441,baseline,380.384682288346
17,82441,condition_b,286.76372665525815
18,82441,condition_a,607.5633055015454
19,82441,condition_a,1043.1547424832347
20,82441,baseline,248.08743549929596
21,82441,condition_b,153.6713411996001
22,82441,condition_a,1224.0379778729489
23,82441,baseline,127.07108752635955
24,82441,condition_a,541.1593174057558
25,82441,condition_a,513.3465100158471
26,82441,condition_a,261.96094902935033
27,82441,baseline,169.03870398684765
28,82441,baseline,107.37765751760975
29,82441,baseline,301.69581261082345
30,82441,condition_a,876.8321746878721
31,82441,condition_b,323.20540896047527
32,82441,condition_a,1380.9105226183185
33,82441,condition_a,880.6265020776857
34,82441,baseline,228.87014808906255
35,82441,condition_b,183.43258912571707
36,82441,condition_a,234.341391758271
37,82441,baseline,81.59285798636324
38,82441,baseline,677.7127134415598
39,82441,condition_a,787.7881129194371
40,82441,condition_b,637.2089191424494
41,82441,condition_a,1288.9478826691413
42,82441,baseline,574.9714648729714
43,82441,baseline,202.34392330382556
44,82441,condition_a,1054.3254028159715
45,82441,baseline,277.85389747408584
46,82441,condition_a,640.9985267851143
47,82441,condition_b,648.1024623668045
48,82441,condition_a,608.5782696020559
49,82441,baseline,270.67853951288504
50,82441,condition_a,452.1695145474312
51,82441,condition_b,208.64019026771686
52,82441,condition_b,615.3033918824549
53,82441,condition_a,1045.5850724769386
54,82441,condition_b,141.89749804969156
55,82441,baseline,192.60132766345265
56,82441,condition_a,554.6793155300536
57,82441,condition_b,172.7104395849881
58,82441,condition_b,323.0575318203837
59,82441,condition_a,828.0121950342594
60,82441,condition_b,296.83028580002735
61,82441,condition_b,100.4870564624221
62,82441,condition_b,183.0613351483984
63,82441,condition_b,874.1971193648696
64,82441,baseline,289.117951376608
65,82441,baseline,506.6523321013715
66,82441,baseline,404.23876909798236
67,82441,condition_b,685.421735672223
68,82441,baseline,673.172527443919
69,82441,baseline,371.8489157203325
70,82441,condition_a,285.6263248525016
71,82441,baseline,326.4800441678796
72,82441,condition_a,816.8144170038673
73,82441,baseline,896.5384665727734
74,82441,baseline,480.6498232700865
75,82441,condition_b,553.0216751463541
76,82441,condition_b,226.42098295236985
77,82441,condition_a,832.8303547978967
78,82441,condition_a,427.24245883209045
79,82441,condition_a,1411.9127811604371
80,82441,baseline,405.89132784390387
81,82441,condition_a,904.7252185372354
82,82441,condition_b,146.35715594687008
83,82441,condition_b,159.0638098914091
84,82441,condition_a,743.3265818261823
85,82441,condition_a,1171.6252945151198
86,82441,condition_b,209.83890040083597
87,82441,condition_b,152.29059897353588
88,82441,baseline,638.9304910732593
89,82441,baseline,454.77695679788997
90,82441,baseline,361.42677891323933
91,82441,condition_a,547.7900544441238
92,82441,condition_b,213.22620584669232
93,82441,condition_b,388.7028073800289
94,82441,condition_b,473.02578599888733
95,82441,condition_b,208.01030316464383
96,82441,baseline,711.9995129268272
97,82441,condition_b,432.9801657317254
98,82441,baseline,320.1996219033521
99,82441,condition_b,406.50844286789646
100,82441,condition_b,307.36678180210674
101,82441,baseline,444.4031463618391
102,82441,condition_a,787.8094749720459
103,82441,condition_a,974.0021698635848
104,82441,condition_b,282.9440709904432
105,82441,baseline,469.6383005564164
106,82441,condition_a,521.4307087170978
107,82441,baseline,412.5140671548019
108,82441,condition_b,609.7748960239929
109,82441,condition_b,371.36836570899175
110,82441,condition_a,365.00777566020656
111,82441,condition_b,1722.1531739810855
112,82441,condition_b,574.1625298384948
113,82441,baseline,321.84716759936424
114,82441,condition_a,637.201224246428
115,82441,baseline,1244.872314688189
116,82441,condition_b,405.1392669973972
117,82441,baseline,712.1140626775589
118,82441,condition_b,996.8315372634522
119,82441,baseline,562.5127697751816
