,id,condition,RT
0,73722,baseline,552.0525379344978
1,73722,condition_a,274.49954010176765
2,73722,condition_a,928.0962516465756
3,73722,condition_a,491.8535169896961
4,73722,condition_b,145.25939579812294
5,73722,baseline,336.08733263667455
6,73722,condition_a,568.8693319582701
7,73722,baseline,771.730770370003
8,73722,condition_a,1122.5276800202394
9,73722,baseline,407.1173506816026
10,73722,baseline,300.8644276682691
11,73722,baseline,338.33441551433793
12,73722,condition_a,583.9001531571308
13,73722,condition_b,139.09993143530966
14,73722,condition_a,831.0036710254346
15,73722,baseline,92.94745309315388
16,73722,baseline,457.2123492068343
17,73722,condition_a,378.69970787510937
18,73722,condition_b,234.771342018681
19,73722,condition_b,588.5691427792029
20,73722,baseline,338.4779349790158
21,73722,baseline,357.72553485036127
22,73722,condition_a,947.3377288632788
23,73722,condition_b,430.55491663546576
24,73722,condition_b,717.6630990252002
25,73722,condition_b,297.78992799438583
26,73722,baseline,218.09712062157712
27,73722,condition_b,478.30187406948716
28,73722,baseline,420.7883202424607
29,73722,baseline,624.257146419196
30,73722,baseline,234.58831953880255
31,73722,baseline,317.83085547888334
32,73722,condition_a,1505.7835546708598
33,73722,condition_a,1110.46840799426
34,73722,condition_b,340.4648833048148
35,73722,condition_b,269.76528175943014
36,73722,condition_b,876.6830312339342
37,73722,condition_a,847.3819544299095
38,73722,condition_a,265.143253487813
39,73722,condition_b,300.13849077534144
40,73722,condition_b,456.26912750077
41,73722,condition_b,377.1802714936305
42,73722,condition_a,541.951248177972
43,73722,condition_a,857.26283998703
44,73722,condition_a,565.2948291005016
45,73722,condition_b,243.87535537453226
46,73722,condition_a,468.4298122972907
47,73722,baseline,355.98188892466186
48,73722,condition_a,678.3398747226761
49,73722,condition_a,713.4911760492479
50,73722,condition_a,604.046016946314
51,73722,baseline,469.4394006614137
52,73722,baseline,823.304532408253
53,73722,condition_b,594.1821075862407
54,73722,baseline,465.1795523221571
55,73722,condition_b,303.94609437642856
56,73722,condition_b,174.5211028927387
57,73722,condition_b,318.33580151297826
58,73722,condition_a,2181.4625146237627
59,73722,condition_b,517.6647987331282
60,73722,condition_a,335.314199628583
61,73722,condition_a,551.5598470852588
62,73722,condition_a,221.12088247186324
63,73722,condition_b,584.9619612304808
64,73722,condition_b,376.1642653835103
65,73722,condition_b,420.96648792012496
66,73722,condition_a,606.7973715985303
67,73722,condition_a,228.05622947419533
68,73722,condition_b,253.26522539101927
69,73722,condition_b,209.9544022756184
70,73722,baseline,449.63772217451174
71,73722,condition_b,143.22827264268844
72,73722,condition_b,249.98102868755322
73,73722,condition_a,1868.177885659788
74,73722,baseline,325.4204512210123
75,73722,baseline,567.0920312203493
76,73722,condition_b,452.61526218199293
77,73722,baseline,576.275844326002
78,73722,condition_b,441.4885444435552
79,73722,condition_a,280.90975647897227
80,73722,condition_b,367.2424985797827
81,73722,baseline,378.1103656880361
82,73722,baseline,197.7309502773107
83,73722,condition_a,274.5716586590111
84,73722,baseline,540.5858274826778
85,73722,condition_a,243.15668364910078
86,73722,condition_b,193.8633720260283
87,73722,baseline,216.11018221468586
88,73722,baseline,607.5376569574341
89,73722,baseline,396.6569776739826
90,73722,condition_b,219.5235589726989
91,73722,baseline,470.0088919146832
92,73722,condition_a,609.4916902560316
93,73722,baseline,224.0593072238787
94,73722,condition_a,171.50704915995968
95,73722,baseline,402.5988342075679
96,73722,baseline,255.8431038644319
97,73722,condition_b,175.72367743297474
98,73722,condition_a,595.086404245659
99,73722,condition_a,249.8442828732408
100,73722,condition_a,333.1514047097586
101,73722,condition_b,356.64287283206863
102,73722,condition_b,159.318092625635
103,73722,condition_b,208.762346164032
104,73722,condition_a,534.2649053955283
105,73722,condition_a,297.2477272291663
106,73722,condition_b,258.9121265479742
107,73722,baseline,1181.8282456041168
108,73722,baseline,477.41212915269926
109,73722,condition_a,224.7486027874505
110,73722,condition_a,814.0939346696631
111,73722,condition_b,265.4609261375079
112,73722,condition_b,816.656234127132
113,73722,baseline,406.0386856680093
114,73722,baseline,526.721591773965
115,73722,baseline,341.9585299293428
116,73722,condition_a,474.8757390225955
117,73722,baseline,263.03903396961675
118,73722,baseline,455.57695310714786
119,73722,condition_b,263.980334635563
