,id,condition,RT
0,52845,baseline,96.60069212432818
1,52845,baseline,275.8499073908005
2,52845,condition_b,349.7282432444177
3,52845,condition_a,1085.0690336156388
4,52845,baseline,745.5724698989086
5,52845,condition_a,492.45565750730196
6,52845,condition_b,367.18463309388267
7,52845,condition_a,390.0161557956078
8,52845,condition_b,975.2899810809537
9,52845,condition_a,916.8228591706727
10,52845,baseline,453.90378621629424
11,52845,condition_b,398.9337045917686
12,52845,condition_b,614.3522859284865
13,52845,condition_b,254.0713090433428
14,52845,condition_b,236.30754772958326
15,52845,condition_b,586.8092841176634
16,52845,baseline,319.73502167236217
17,52845,condition_a,663.7957714716989
18,52845,baseline,197.36484114214636
19,52845,condition_a,223.551485028
20,52845,baseline,1141.8729456269089
21,52845,condition_b,936.4922304917006
22,52845,condition_a,843.0662408755963
23,52845,baseline,541.3089552092093
24,52845,condition_b,386.6750266124132
25,52845,condition_a,574.5162968147328
26,52845,baseline,134.00707130460515
27,52845,condition_b,231.7542646268393
28,52845,baseline,438.6040742484388
29,52845,condition_a,423.8732586992554
30,52845,condition_a,311.78429294125556
31,52845,condition_a,477.9391372318267
32,52845,condition_b,206.82472650778308
33,52845,condition_b,480.37682927089605
34,52845,condition_b,488.0054202180294
35,52845,baseline,706.5578229114933
36,52845,condition_b,249.41703144555248
37,52845,baseline,260.9367658456502
38,52845,baseline,265.03556497000005
39,52845,baseline,225.86992190248893
40,52845,baseline,505.09242788736736
41,52845,condition_a,244.60305889339213
42,52845,condition_a,1613.3225067119836
43,52845,condition_b,331.33724008097994
44,52845,baseline,357.4246261111383
45,52845,condition_a,164.72701974511943
46,52845,condition_a,2155.8681864126975
47,52845,condition_b,304.72195669612887
48,52845,condition_a,115.3406600530534
49,52845,baseline,471.01794446011974
50,52845,condition_b,233.88358480026164
51,52845,condition_a,405.49488774116634
52,52845,condition_a,199.3092089288385
53,52845,baseline,360.7508304190359
54,52845,baseline,295.40633150213245
55,52845,condition_b,425.59195487593405
56,52845,condition_a,547.3448545380932
57,52845,condition_a,413.70921634039394
58,52845,condition_b,275.2495468621397
59,52845,condition_b,598.0503233510658
60,52845,baseline,346.9309064626095
61,52845,baseline,323.7255073635927
62,52845,condition_b,993.9990806595551
63,52845,condition_b,157.5652072707376
64,52845,condition_a,457.3635775393144
65,52845,condition_a,1102.4829608146076
66,52845,baseline,921.3349959400457
67,52845,condition_a,883.2914288429996
68,52845,condition_a,538.0558268623682
69,52845,condition_a,738.424486018038
70,52845,baseline,432.24620769705064
71,52845,baseline,143.64547809907546
72,52845,baseline,348.89040906688183
73,52845,condition_a,889.8448949884868
74,52845,condition_b,197.94730643752607
75,52845,baseline,404.13484691554675
76,52845,condition_b,324.3111575757236
77,52845,condition_a,786.5252170973356
78,52845,baseline,430.3153008519355
79,52845,baseline,571.4992052833826
80,52845,condition_b,286.8478664247892
81,52845,baseline,360.88637080334297
82,52845,condition_a,776.0700882612601
83,52845,condition_b,262.7909383355347
84,52845,condition_a,265.73835215369866
85,52845,condition_a,755.533854056946
86,52845,baseline,165.35681112801217
87,52845,condition_a,734.5994815035044
88,52845,condition_b,536.0088921120936
89,52845,condition_a,1119.2920513412225
90,52845,condition_a,247.09518280626426
91,52845,condition_b,790.1657906708684
92,52845,condition_b,700.0687763214124
93,52845,condition_a,403.28139230656893
94,52845,condition_a,569.1774460946069
95,52845,condition_a,315.59584072855876
96,52845,baseline,456.8873329243755
97,52845,condition_b,706.4749613458663
98,52845,condition_b,340.0386952081626
99,52845,condition_a,1731.2751859010973
100,52845,condition_b,226.48838275620898
101,52845,baseline,680.2489193252404
102,52845,baseline,229.28019752638744
103,52845,baseline,315.1848333101344
104,52845,baseline,498.9584698219726
105,52845,condition_a,758.186763302615
106,52845,condition_a,1498.5165590950032
107,52845,baseline,234.7241014621952
108,52845,baseline,196.14434683797944
109,52845,baseline,360.5319174932864
110,52845,condition_b,846.3469942363793
111,52845,condition_b,312.93815212911136
112,52845,condition_a,622.646601059729
113,52845,condition_b,280.5212892523946
114,52845,condition_b,439.8781935544988
115,52845,baseline,707.4399137656908
116,52845,condition_b,453.43771291752637
117,52845,condition_b,408.26980611886466
118,52845,baseline,599.2579933587667
119,52845,condition_b,321.9587466918159
