,id,condition,RT
0,89186,baseline,189.6079151564072
1,89186,condition_b,1087.3164298091592
2,89186,condition_a,1658.1386167903697
3,89186,condition_b,685.0736890087982
4,89186,baseline,510.61218032614903
5,89186,baseline,662.3260262147514
6,89186,condition_a,816.1148502305482
7,89186,condition_a,570.7559955858577
8,89186,condition_a,1433.0849976468721
9,89186,condition_b,448.8141841765376
10,89186,condition_a,1054.7449142100104
11,89186,condition_a,687.6092110808305
12,89186,condition_a,1038.8366796557466
13,89186,baseline,947.0266469970912
14,89186,condition_b,1586.1079491577452
15,89186,condition_b,512.8001167115161
16,89186,baseline,1042.8457002688624
17,89186,condition_a,1158.770250876449
18,89186,condition_a,988.9078710783746
19,89186,condition_b,545.7391863589531
20,89186,condition_b,1450.627173120586
21,89186,condition_b,848.964401620695
22,89186,baseline,611.6855810298582
23,89186,condition_b,775.7044343835079
24,89186,condition_b,241.72768238211117
25,89186,baseline,326.9474022213333
26,89186,condition_b,419.4377883406026
27,89186,baseline,1192.4349639682546
28,89186,condition_b,740.5204570820308
29,89186,condition_a,2432.430230002012
30,89186,condition_a,1803.3393828700391
31,89186,baseline,1270.1143780464313
32,89186,condition_a,1176.3394189236108
33,89186,condition_b,776.2439446670817
34,89186,baseline,855.147597540226
35,89186,condition_a,508.29345790344814
36,89186,condition_a,1105.9737800649616
37,89186,condition_a,604.5111629666665
38,89186,condition_b,1724.7739724491605
39,89186,baseline,719.0056436169241
40,89186,condition_b,572.3170681540217
41,89186,condition_b,1664.0465013801975
42,89186,baseline,1286.807778057754
43,89186,condition_a,953.963091960742
44,89186,condition_a,3739.385181206086
45,89186,condition_b,2091.5426141815287
46,89186,condition_a,1736.3906464479505
47,89186,condition_b,538.0069034202949
48,89186,baseline,1703.177227071149
49,89186,condition_a,1513.1932324517873
50,89186,baseline,1099.4433978561715
51,89186,condition_a,1446.0042967728778
52,89186,condition_a,1173.2081275829946
53,89186,condition_a,1460.8535520891712
54,89186,condition_a,567.9511096004638
55,89186,baseline,327.67896178303175
56,89186,condition_b,2368.5931522052892
57,89186,condition_b,999.2552146946284
58,89186,condition_a,716.1986647406814
59,89186,baseline,1349.5664339699113
60,89186,baseline,979.0442030779659
61,89186,condition_b,1447.9526899150178
62,89186,baseline,942.2050176848446
63,89186,condition_b,683.0109542309299
64,89186,condition_a,513.2565541524183
65,89186,condition_b,1387.5311396206569
66,89186,baseline,1488.533431809562
67,89186,condition_b,858.8666515457434
68,89186,condition_a,1949.9783525836388
69,89186,condition_b,433.26423849275574
70,89186,condition_b,337.8650367720886
71,89186,condition_a,784.624506314397
72,89186,baseline,687.1404201691012
73,89186,baseline,775.1059008352205
74,89186,condition_a,632.0540645331315
75,89186,condition_a,290.72532283516205
76,89186,baseline,896.3124664168408
77,89186,condition_a,2440.745520522844
78,89186,condition_b,584.6750082902106
79,89186,baseline,459.91035224725556
80,89186,condition_b,826.0185264365831
81,89186,condition_a,1170.6440505053072
82,89186,baseline,520.4388603696566
83,89186,baseline,261.07672198600545
84,89186,baseline,870.0161250040561
85,89186,condition_b,659.2202099009064
86,89186,condition_b,477.414152746016
87,89186,condition_b,405.9173181578587
88,89186,condition_a,277.06201936807895
89,89186,condition_b,262.2949954732991
90,89186,condition_b,511.25091609554994
91,89186,baseline,948.7219241959269
92,89186,condition_b,590.1026665277435
93,89186,baseline,1334.8513923284838
94,89186,condition_a,2066.0177276396184
95,89186,baseline,1034.922191012196
96,89186,condition_b,572.0083822954128
97,89186,condition_b,777.8303051620893
98,89186,baseline,896.0413638179086
99,89186,condition_a,1049.619702053936
100,89186,condition_a,745.6121997637449
101,89186,baseline,1894.253709636485
102,89186,condition_a,1689.7551650672622
103,89186,baseline,413.21277264385617
104,89186,condition_b,412.68874529324245
105,89186,baseline,820.7906381147355
106,89186,baseline,1533.0938158211472
107,89186,baseline,1054.8726287919953
108,89186,baseline,555.987045400582
109,89186,baseline,835.0485690848893
110,89186,baseline,833.146788359126
111,89186,condition_a,1716.2179816107714
112,89186,condition_b,573.4096245564904
113,89186,condition_b,1278.260810966439
114,89186,condition_b,543.9316767303591
115,89186,baseline,646.8947121959833
116,89186,condition_a,1053.9232552830197
117,89186,condition_a,911.9778861339593
118,89186,condition_a,461.6503501195846
119,89186,baseline,555.8614375150916
