,id,condition,RT
0,24639,condition_b,529.5352090903361
1,24639,baseline,280.67929664905785
2,24639,condition_a,400.4329608679937
3,24639,condition_b,201.1123716001683
4,24639,condition_a,1560.7764151661866
5,24639,condition_b,359.02570995730855
6,24639,condition_a,1174.4471075621839
7,24639,condition_a,368.3548971198235
8,24639,baseline,364.81774738834025
9,24639,baseline,214.8858316197012
10,24639,baseline,324.6376463308736
11,24639,condition_b,388.53454207061395
12,24639,baseline,170.36455139529616
13,24639,baseline,681.9953779608124
14,24639,condition_b,724.1428185042479
15,24639,condition_a,1582.8777634536305
16,24639,condition_a,1310.141131229903
17,24639,condition_b,931.5528940188947
18,24639,condition_b,290.63945664324956
19,24639,condition_a,890.8665569230342
20,24639,condition_b,160.08204996065894
21,24639,condition_a,1029.8339659344533
22,24639,baseline,262.1975714284059
23,24639,condition_b,528.4982839774908
24,24639,condition_b,931.2821834017634
25,24639,condition_b,525.0384158001981
26,24639,condition_a,1256.1240630228574
27,24639,condition_b,165.0581699174504
28,24639,condition_a,883.8151095123937
29,24639,condition_b,353.9589940606945
30,24639,condition_a,593.7827401721867
31,24639,baseline,152.6743998295547
32,24639,condition_b,307.73851887775845
33,24639,baseline,259.0586317582283
34,24639,condition_a,822.5849861840132
35,24639,condition_a,478.6265556551359
36,24639,baseline,393.6134982833078
37,24639,condition_b,287.71080576113354
38,24639,baseline,934.6074827488694
39,24639,condition_a,955.9318605401708
40,24639,baseline,406.92387248448534
41,24639,baseline,503.51148429170775
42,24639,condition_b,373.75867526496165
43,24639,condition_a,1575.4782223586362
44,24639,condition_b,164.64068224339314
45,24639,baseline,719.8719524712601
46,24639,condition_b,246.79071553560996
47,24639,condition_b,524.1257788356049
48,24639,condition_b,188.90163799836537
49,24639,condition_a,1374.2421300343744
50,24639,baseline,161.01763458363322
51,24639,baseline,209.60456083947741
52,24639,baseline,534.8533909657269
53,24639,condition_a,971.781827058998
54,24639,condition_a,1480.8011222996834
55,24639,condition_a,979.7883104490503
56,24639,baseline,711.9538566514751
57,24639,baseline,722.1440209708367
58,24639,condition_b,604.7842819770245
59,24639,condition_a,787.220173335887
60,24639,baseline,1787.975911049524
61,24639,condition_a,365.2304698573573
62,24639,condition_b,244.64164833260403
63,24639,condition_b,484.24449473985965
64,24639,baseline,564.6455865673785
65,24639,baseline,229.57412410221693
66,24639,condition_a,487.3492755470092
67,24639,baseline,428.2397029920948
68,24639,condition_a,454.7508958376898
69,24639,condition_b,480.93219451169256
70,24639,baseline,822.9038117304673
71,24639,condition_a,803.4032157555858
72,24639,baseline,529.4578380928746
73,24639,condition_a,484.5575747506719
74,24639,condition_a,383.7324614181787
75,24639,baseline,813.3712785138632
76,24639,condition_b,932.5759723795212
77,24639,condition_b,633.9760844189026
78,24639,condition_a,3364.606706285761
79,24639,baseline,721.9426816452064
80,24639,condition_a,433.78600009712653
81,24639,condition_b,1036.6047813766204
82,24639,baseline,169.87067248302995
83,24639,condition_b,406.3477562881259
84,24639,condition_b,422.7663193340291
85,24639,condition_b,696.2560410748141
86,24639,condition_a,859.6918555759919
87,24639,condition_b,355.17985349846435
88,24639,baseline,639.8976232218623
89,24639,baseline,546.2992256159797
90,24639,condition_a,522.2794949281854
91,24639,baseline,539.1583593726565
92,24639,baseline,301.0412230725259
93,24639,baseline,571.9465242342916
94,24639,condition_b,337.5285585084318
95,24639,condition_a,1317.4905548151603
96,24639,condition_a,942.8199853993596
97,24639,condition_b,93.82305289358924
98,24639,condition_b,451.33692058406865
99,24639,baseline,678.8346147754921
100,24639,baseline,774.8913924843489
101,24639,baseline,588.6625880052666
102,24639,condition_a,974.1808450704023
103,24639,baseline,332.12738181452187
104,24639,condition_b,268.68817336809497
105,24639,condition_b,746.1299488264704
106,24639,condition_a,432.0570488667603
107,24639,condition_b,491.83642977390684
108,24639,condition_a,607.9788089657401
109,24639,condition_b,739.8648420349692
110,24639,condition_b,485.77151147070356
111,24639,condition_a,912.2027066040055
112,24639,baseline,377.7910573375512
113,24639,condition_b,336.51464876722235
114,24639,condition_a,754.9344760614706
115,24639,condition_a,445.6117421782799
116,24639,baseline,1223.503956480456
117,24639,condition_a,1128.7591076562921
118,24639,baseline,294.01384819758584
119,24639,condition_a,508.7407572757385
