,id,condition,RT
0,83633,condition_a,711.09386683317
1,83633,baseline,351.30188114240343
2,83633,condition_a,720.3826807736577
3,83633,condition_a,329.8282118752101
4,83633,baseline,188.58618312649395
5,83633,baseline,376.69728177713597
6,83633,baseline,423.5621287175215
7,83633,condition_b,396.94256296290325
8,83633,baseline,244.54851883632494
9,83633,condition_a,866.4395967469735
10,83633,condition_b,292.71874415394103
11,83633,baseline,506.5238416099733
12,83633,condition_a,505.0604565899734
13,83633,condition_b,661.2120221928495
14,83633,condition_a,439.1443328314297
15,83633,condition_b,201.19473870579816
16,83633,condition_a,1220.9559094856052
17,83633,baseline,637.552826172732
18,83633,condition_a,389.45189319680907
19,83633,baseline,544.2289303241588
20,83633,condition_b,381.1862093450526
21,83633,baseline,296.9181991667429
22,83633,condition_a,246.14448910780138
23,83633,condition_b,302.01228525643495
24,83633,baseline,604.8971848803939
25,83633,condition_a,437.42723530002826
26,83633,baseline,1019.2253657503868
27,83633,condition_b,427.45439942898054
28,83633,condition_b,498.5323918796272
29,83633,condition_a,466.83440740365114
30,83633,baseline,526.4544746499107
31,83633,condition_a,724.3986397085681
32,83633,condition_b,276.26018073445385
33,83633,condition_b,412.7259004808297
34,83633,condition_b,414.3972535942424
35,83633,condition_a,367.6644875065263
36,83633,baseline,254.75316095189277
37,83633,baseline,977.748323439878
38,83633,condition_b,262.64394442214774
39,83633,condition_a,788.9715976570644
40,83633,condition_a,294.61265758298913
41,83633,baseline,579.6067483291578
42,83633,condition_b,824.0121496491951
43,83633,condition_b,281.05820953780045
44,83633,baseline,349.4603211388318
45,83633,condition_b,584.0328217456662
46,83633,condition_a,828.6193983105272
47,83633,condition_a,2012.5842353812989
48,83633,baseline,317.7996622944114
49,83633,condition_b,366.33185978350815
50,83633,condition_a,597.6928755749434
51,83633,condition_a,755.4610203170655
52,83633,condition_a,481.3966450577932
53,83633,condition_b,1089.6753958419724
54,83633,condition_b,683.4703378165567
55,83633,baseline,295.14262096006547
56,83633,condition_b,721.1758659172241
57,83633,condition_b,183.67589544835988
58,83633,baseline,430.0974841875535
59,83633,baseline,191.2149508648811
60,83633,baseline,259.36414143140405
61,83633,condition_a,995.2684246792628
62,83633,condition_a,813.2103683031071
63,83633,condition_b,373.1364729482003
64,83633,baseline,214.74425201817104
65,83633,baseline,393.3305593888818
66,83633,baseline,625.5580226123714
67,83633,condition_a,406.74905931226857
68,83633,condition_b,188.81394411334543
69,83633,baseline,498.13242570354896
70,83633,condition_a,916.4159871300009
71,83633,condition_a,480.90794855788295
72,83633,condition_a,617.679606232709
73,83633,condition_b,237.71036987687404
74,83633,condition_b,513.6122901980518
75,83633,condition_a,671.8723146177759
76,83633,condition_b,413.1133954550967
77,83633,baseline,284.97949614015533
78,83633,baseline,373.34425795772734
79,83633,baseline,255.574600916467
80,83633,condition_a,1118.0488886890018
81,83633,condition_a,768.2659068483276
82,83633,condition_a,829.2046149055352
83,83633,condition_b,488.2457527862282
84,83633,baseline,235.800813093611
85,83633,baseline,512.9167780296011
86,83633,condition_a,243.22896014920613
87,83633,condition_a,909.0275486630104
88,83633,condition_b,1099.0165747133697
89,83633,condition_b,600.9427805919602
90,83633,baseline,441.85689892308744
91,83633,condition_b,334.4514314200015
92,83633,condition_b,253.91566954375227
93,83633,condition_b,251.7117565908697
94,83633,condition_b,325.8422539765461
95,83633,baseline,882.5470392487855
96,83633,condition_a,233.2956751996321
97,83633,baseline,886.3231782219193
98,83633,baseline,275.655599747653
99,83633,condition_b,453.0263414819465
100,83633,baseline,387.9283488744233
101,83633,condition_b,517.608834323062
102,83633,condition_a,1118.9686117264139
103,83633,baseline,1121.4848570538068
104,83633,baseline,160.86180208654815
105,83633,condition_a,594.4655520581949
106,83633,condition_a,1508.2696085484893
107,83633,condition_a,470.2876851002224
108,83633,condition_b,191.47597577945666
109,83633,condition_b,297.1709706729747
110,83633,condition_b,265.331572247467
111,83633,condition_b,218.6812314170392
112,83633,baseline,322.2080487844978
113,83633,condition_b,355.3285843562404
114,83633,condition_a,434.0609057999763
115,83633,baseline,483.4783546510851
116,83633,condition_a,935.5356821865062
117,83633,baseline,1029.0111120961349
118,83633,condition_a,731.6673857171043
119,83633,condition_b,319.20399353317373
