,id,condition,RT
0,59785,condition_b,265.37860792301245
1,59785,baseline,954.6233469277304
2,59785,condition_a,1095.6518565733973
3,59785,condition_a,600.2070158287524
4,59785,baseline,480.4697603170741
5,59785,baseline,231.7386697606256
6,59785,condition_a,755.5481434186091
7,59785,condition_a,354.8083201710428
8,59785,baseline,439.0842521286075
9,59785,condition_a,955.9038590751167
10,59785,condition_a,1179.8580526733208
11,59785,condition_a,1115.3363522816715
12,59785,baseline,370.58033089375516
13,59785,baseline,745.3676459661842
14,59785,condition_b,611.0744925050052
15,59785,condition_a,725.1003621478077
16,59785,condition_b,207.33901320550325
17,59785,baseline,305.64237951652
18,59785,baseline,337.40082215259093
19,59785,condition_b,209.56471039041935
20,59785,condition_b,138.56307791166842
21,59785,condition_b,179.37956513956883
22,59785,condition_b,372.63783590840137
23,59785,condition_b,728.5337313955238
24,59785,baseline,924.5440187968554
25,59785,baseline,366.14507185487395
26,59785,baseline,524.3803932828799
27,59785,condition_a,671.6753423115301
28,59785,condition_b,296.59061769474886
29,59785,baseline,910.1527175642603
30,59785,baseline,332.0258929156323
31,59785,condition_b,263.3184594388774
32,59785,condition_a,875.672962480345
33,59785,condition_a,473.28915478813855
34,59785,baseline,559.5191852896529
35,59785,baseline,283.33412791672606
36,59785,condition_b,1284.5778251402908
37,59785,baseline,369.5930435743899
38,59785,condition_b,621.0678183547892
39,59785,condition_b,316.0494801293454
40,59785,condition_b,346.6740414381659
41,59785,baseline,326.7011972781271
42,59785,baseline,383.98651967924513
43,59785,condition_b,557.6659021613747
44,59785,condition_b,429.7355977981488
45,59785,condition_a,791.2402328741814
46,59785,condition_b,326.9155067021984
47,59785,condition_b,509.13951353744415
48,59785,condition_a,1458.221695664632
49,59785,condition_b,444.76819473469067
50,59785,condition_b,192.06767447766097
51,59785,baseline,180.52601907768013
52,59785,condition_a,1183.6868292265397
53,59785,condition_a,502.69103284060225
54,59785,baseline,878.8520543576863
55,59785,condition_a,1343.532465149365
56,59785,condition_b,345.3533777360213
57,59785,condition_b,235.14685127568012
58,59785,condition_b,578.3100772055365
59,59785,condition_a,546.9524122223839
60,59785,condition_b,463.09818096839933
61,59785,condition_a,598.5631185270526
62,59785,condition_a,689.6975496784875
63,59785,baseline,418.12972698898204
64,59785,baseline,413.9557355997769
65,59785,condition_a,899.9087662670504
66,59785,condition_a,1022.4103889711091
67,59785,condition_b,281.56859605183485
68,59785,condition_a,613.6388710729217
69,59785,condition_a,413.3180129254603
70,59785,baseline,576.2249818476594
71,59785,baseline,554.9236483578089
72,59785,baseline,790.7011772857936
73,59785,condition_b,709.6183444766842
74,59785,condition_b,314.4705111010025
75,59785,condition_a,631.2036534287707
76,59785,condition_b,288.3807731117024
77,59785,condition_b,185.61970532511353
78,59785,baseline,280.52463791483734
79,59785,condition_a,435.0984227476604
80,59785,condition_b,691.7828838064419
81,59785,condition_a,523.3451282197939
82,59785,condition_b,591.487669242933
83,59785,baseline,312.3288362215435
84,59785,condition_a,351.0488585172517
85,59785,baseline,345.57119721025964
86,59785,condition_b,648.1183777499663
87,59785,condition_a,746.895077937888
88,59785,condition_a,645.5893016614235
89,59785,condition_a,316.9566308150485
90,59785,condition_a,300.10896649221723
91,59785,baseline,324.6784295393
92,59785,condition_b,620.9384371919144
93,59785,baseline,335.4942073124289
94,59785,condition_a,627.3293051266393
95,59785,condition_a,380.2453651430922
96,59785,condition_b,397.7574809505135
97,59785,baseline,389.1494604248447
98,59785,condition_a,1469.8441892190085
99,59785,condition_a,1144.4365773571437
100,59785,condition_a,1044.6784749332098
101,59785,baseline,477.3254356285353
102,59785,condition_a,413.8046003261193
103,59785,baseline,375.38943814553846
104,59785,baseline,798.042510628086
105,59785,baseline,606.2260924094091
106,59785,condition_b,244.33444954235247
107,59785,condition_b,1142.8396386730067
108,59785,baseline,240.11382319168678
109,59785,baseline,659.7604828352381
110,59785,baseline,336.2754970791926
111,59785,condition_a,850.8614042080649
112,59785,condition_b,705.917903340145
113,59785,baseline,344.76864515222877
114,59785,condition_b,217.92129113948434
115,59785,condition_a,382.8807011358867
116,59785,condition_a,1189.682668680924
117,59785,condition_b,230.05242444435285
118,59785,baseline,404.84137641061545
119,59785,condition_b,191.9637840575205
